TECHNOLOGIES 	  c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	 f_perc	 fmax_perc	 c_p	 tau	 gwp_constr 
 UNITS	[MCHCapitalf/kW]	 [MCHCapitalf/kW]	 [y]	 [kW or kWh]	 [kW or kWh]	 [kW or kWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [kgCO2-eq./kW or kWh] 
DEC_BOILER_WOOD	5440.000000	403.200000	20.000000	10.000000	10.000000	70.000000	0.000000	0.000000	1.000000	1.000000	0.058246	210.900000	
DEC_BOILER_OIL	5899.995000	234.000000	20.000000	15.000000	15.000000	30.000000	0.000000	0.000000	1.000000	1.000000	0.058246	316.350000	
DEC_SOLAR	7326.494551	146.524823	20.000000	1.000000	9.050329	10.000000	0.000000	0.000000	1.000000	1.000000	0.058246	2002.113731	
DEC_DIRECT_ELEC	119.926800	0.533700	15.000000	3.000000	3.000000	30.000000	0.000000	0.000000	1.000000	1.000000	0.074944	4.410000	
TRAMWAY_TROLLEY	0.000000	0.000000	1.000000	0.100000	0.000000	16.700000	0.000000	0.000000	0.300000	1.000000	1.015000	0.000000	
BUS_COACH_DIESEL	0.000000	0.000000	1.000000	0.100000	0.000000	16.700000	0.000000	0.000000	0.300000	1.000000	1.015000	0.000000	
BUS_COACH_HYDIESEL	0.000000	0.000000	1.000000	0.100000	0.000000	16.700000	0.000000	0.000000	0.300000	1.000000	1.015000	0.000000	
BUS_COACH_CNG_STOICH	0.000000	0.000000	1.000000	0.100000	0.000000	16.700000	0.000000	0.000000	0.300000	1.000000	1.015000	0.000000	
BUS_COACH_CapitalfC_HYBRIDH2	0.000000	0.000000	1.000000	0.100000	0.000000	16.700000	0.000000	0.000000	0.200000	1.000000	1.015000	0.000000	
TRAIN_PUB	0.000000	0.000000	1.000000	0.100000	0.000000	16.700000	0.000000	0.000000	0.800000	1.000000	1.015000	0.000000	
CAR_GASOLINE	0.000000	0.000000	1.000000	0.100000	0.000000	16.700000	0.200000	0.000000	1.000000	1.000000	1.015000	0.000000	
CAR_DIESEL	0.000000	0.000000	1.000000	0.100000	0.000000	16.700000	0.200000	0.000000	1.000000	1.000000	1.015000	0.000000	
CAR_NG	0.000000	0.000000	1.000000	0.100000	0.000000	16.700000	0.000000	0.000000	0.500000	1.000000	1.015000	0.000000	
CAR_HEV	0.000000	0.000000	1.000000	0.100000	0.000000	16.700000	0.000000	0.000000	0.300000	1.000000	1.015000	0.000000	
CAR_PHEV	0.000000	0.000000	1.000000	0.100000	0.000000	16.700000	0.000000	0.000000	0.300000	1.000000	1.015000	0.000000	
CAR_BEV	0.000000	0.000000	1.000000	0.100000	0.000000	16.700000	0.000000	0.000000	0.300000	1.000000	1.015000	0.000000	
CAR_CapitalfUEL_CELL	0.000000	0.000000	1.000000	0.100000	0.000000	16.700000	0.000000	0.000000	0.200000	1.000000	1.015000	0.000000	
TRAIN_CapitalfREIGHT	0.000000	0.000000	1.000000	0.920000	0.000000	3.200000	0.000000	0.000000	1.000000	1.000000	1.015000	0.000000	
TRUCK	0.000000	0.000000	1.000000	0.920000	0.000000	3.200000	0.000000	0.000000	1.000000	1.000000	1.015000	0.000000	
LNG_STO	41440.000000	0.000000	25.000000	0.100000	100000.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	0.048263	0.000000	%f\t
PHES	0.000000	0.000000	50.000000	0.100000	0.000000	0.000000	0.000000	-1.000000	1.000000	1.000000	0.028572	0.000000	%f\t
BATT_LI	104.200000	0.010000	22.000000	0.100000	0.100000	100000.000000	0.000000	-1.000000	1.000000	1.000000	0.053703	6.130000	%f\t
BEV_BATT	0.000000	0.000000	1.000000	0.100000	0.000000	0.000000	0.000000	-1.000000	1.000000	1.000000	1.015000	0.000000	%f\t
PHEV_BATT	0.000000	0.000000	1.000000	0.100000	0.000000	0.000000	0.000000	-1.000000	1.000000	1.000000	1.015000	0.000000	%f\t
TS_DEC	1013.000000	6.640000	25.000000	0.100000	50.000000	50.000000	0.000000	-1.000000	1.000000	1.000000	0.048263	0.000000	%f\t
TS_DHN_DAILY	0.000000	0.000000	40.000000	0.100000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	0.033427	0.000000	%f\t
TS_DHN_SEASONAL	0.000000	0.000000	25.000000	0.100000	0.000000	100000.000000	0.000000	-1.000000	1.000000	1.000000	0.048263	0.000000	%f\t
ECapitalfCapitalfICIENCY	0.000000	0.000000	1.000000	0.100000	0.000000	20.000000	0.000000	-1.000000	1.000000	1.000000	1.015000	0.000000	%f\t
DHN	0.000000	0.000000	60.000000	0.100000	0.000000	20.000000	0.000000	-1.000000	1.000000	1.000000	0.025393	0.000000	%f\t
GRID	0.000000	0.000000	80.000000	0.100000	0.000000	20.000000	0.000000	-1.000000	1.000000	1.000000	0.021548	0.000000	%f\t
POWER2GAS_in	0.000000	0.000000	1.000000	0.100000	20.000000	20.000000	0.000000	-1.000000	1.000000	0.900000	1.015000	0.000000	%f\t
POWER2GAS_out	0.000000	0.000000	1.000000	0.100000	20.000000	20.000000	0.000000	-1.000000	1.000000	0.900000	1.015000	0.000000	%f\t
POWER2GAS	62368.200000	3118.400000	25.000000	0.100000	20.000000	20.000000	0.000000	-1.000000	1.000000	1.000000	0.048263	0.000000	%f\t
H2_ELECTROLYSIS	12000.000000	600.000000	15.000000	0.100000	20.000000	20.000000	0.000000	-1.000000	1.000000	0.900000	0.074944	0.000000	%f\t
H2_NG	13624.860000	1288.700000	25.000000	0.100000	20.000000	20.000000	0.000000	-1.000000	1.000000	0.860000	0.048263	0.000000	%f\t
H2_BIOMASS	50507.720000	3914.040000	25.000000	0.100000	20.000000	20.000000	0.000000	-1.000000	1.000000	0.860000	0.048263	0.000000	%f\t
GASICapitalfICATION_SNG	0.000000	0.000000	25.000000	0.100000	0.000000	20.000000	0.000000	-1.000000	1.000000	0.850000	0.048263	0.000000	%f\t
PYROLYSIS	26884.360000	1344.140000	25.000000	0.100000	20.000000	20.000000	0.000000	-1.000000	1.000000	0.850000	0.048263	0.000000	%f\t
ROOCapitalf	0.000000	0.000000	1.000000	0.100000	0.000000	100000.000000	0.000000	-1.000000	0.140000	1.000000	1.015000	0.000000	%f\t
CapitalfACADE	0.000000	0.000000	1.000000	0.100000	0.000000	100000.000000	0.000000	-1.000000	0.280000	1.000000	1.015000	0.000000	%f\t
CapitalfLOOR	0.000000	0.000000	1.000000	0.100000	0.000000	100000.000000	0.000000	-1.000000	0.050000	1.000000	1.015000	0.000000	%f\t
WINDOW	0.000000	0.000000	1.000000	0.100000	0.000000	100000.000000	0.000000	-1.000000	0.100000	1.000000	1.015000	0.000000	%f\t
